loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income
F7kFqEvG-mNhI,PERSONAL,B,17000,10.25,1,0.32
4v74EcdB-OvPc,PERSONAL,A,5000,8.9,0,0.21
FAPIOQPD-ZIjJ,education,A,4000,7.29,0,0.11
Ob6OFCbu-XlDF,EDUCATION,D,8400,14.91,1,0.15
kPPKXyHB-KOdY,HOMEIMPROVEMENT,D,25000,16.07,0,0.12
5pttENR3-fRoI,EDUCATION,B,7500,11.49,0,0.11
9luxawem-3itt,MEDICAL,C,18000,13.92,0,0.18
JgT2YMT1-6o5u,medical,B,2000,11.99,0,0.04
z7WPGK8Y-LiJA,EDUCATION,C,4000,12.53,0,0.09
hdZtRmlQ-GM9i,VENTURE,A,5000,,0,0.06
cMsR2pHe-9vLR,MEDICAL,B,1000,12.42,0,0.03
r8x5IEGn-AZnW,DEBTCONSOLIDATION,B,24000,11.12,0,0.3
KYFPtP1x-Y2n4,DEBTCONSOLIDATION,B,10000,11.14,0,0.15
JFLcNZvf-ztQw,medical,A,8000,7.51,0,0.11
lm1jbUXZ-PxRg,MEDICAL,A,11200,5.79,1,0.36
hlu3kEpK-IbKA,EDUCATION,A,6300,6.99,0,0.15
iPKI8wxk-n8pg,VENTURE,D,25000,15.58,0,0.22
XAJLxtgg-PkDM,medical,B,1200,11.99,0,0.04
NjSHAUJc-vtRj,medical,C,2000,,0,
1j4zw2L2-kbwk,HOMEIMPROVEMENT,A,6400,11.49,0,
JmTeSEDh-FBsh,DEBTCONSOLIDATION,A,7000,8.0,0,0.11
SG44g870-jgOx,HOMEIMPROVEMENT,D,3200,14.59,1,0.04
wjuFwvyk-O0BB,EDUCATION,C,4000,12.99,0,0.17
aLzzNhWz-eyt8,education,A,8125,7.9,1,0.33
9HDI40yX-SUoF,homeimprovement,A,4200,5.99,0,0.07
6fFRgLB2-nGgZ,HOMEIMPROVEMENT,A,1000,9.32,1,0.03
9jUfZbRw-Ezba,DEBTCONSOLIDATION,D,20000,14.42,1,0.3
8W6tdZlC-p5O7,medical,A,6000,7.14,0,0.01
8H5stHO9-rhtR,PERSONAL,D,5000,15.21,1,0.05
prFn8ftW-fWAJ,EDUCATION,A,1375,6.91,0,0.04
qssBb1Fu-dRJb,,C,,12.87,0,0.13
KZhF30Az-YNFc,EDUCATION,A,10000,,0,0.13
JocqwEkQ-OHFR,MEDICAL,B,8275,9.01,0,0.07
dlITUjzB-nzjO,MEDICAL,D,30000,16.49,1,0.45
pDAQgIsX-F2g4,debtconsolidation,A,10000,7.29,0,0.2
k0PTIS07-WRbx,education,G,25000,19.66,1,0.28
N1giBxyv-2YYU,venture,B,11300,,0,0.22
gKbs72Ny-Qlr2,DEBTCONSOLIDATION,A,10000,8.59,0,0.14
7MZNXBwP-LK3B,VENTURE,C,5000,13.47,0,0.06
gu7aDTuM-Qqed,PERSONAL,C,6225,14.35,0,0.12
Z4lTREs5-9QmT,MEDICAL,C,14000,14.27,0,0.36
qCh8bZxP-xDIZ,VENTURE,B,10000,7.51,,
R6XPv4t6-kEtJ,DEBTCONSOLIDATION,B,7000,10.38,1,0.31
xgIBNAMl-SSDc,HOMEIMPROVEMENT,A,7200,9.63,0,0.09
r3l8RJop-vIES,education,B,20500,12.53,1,0.5
rjBuRYkJ-gn53,DEBTCONSOLIDATION,A,12000,,0,0.21
tWid1ZRk-iUPi,VENTURE,A,6000,7.51,0,0.18
6StEbWTt-0U5N,MEDICAL,B,2800,11.49,1,0.12
igB4HYfR-EvyG,EDUCATION,A,1000,8.0,0,0.01
8jihQG1n-PfZv,VENTURE,A,12000,7.51,0,0.16
vuDSORRI-nzyZ,EDUCATION,A,3625,6.17,0,0.06
Tid7sOxO-eejZ,education,B,11200,12.42,1,0.16
7k4vjdb2-mfQU,debtconsolidation,B,7800,10.99,0,0.24
bdlqcH8w-owd7,DEBTCONSOLIDATION,C,16000,14.79,1,0.16
jDAXWQx6-XDgT,DEBTCONSOLIDATION,B,16000,9.88,0,0.2
nRFS3goU-Tqpt,MEDICAL,C,3900,14.79,0,0.19
6jaeM7sQ-StkH,education,A,1800,6.76,0,0.06
N3p0JHah-mrda,EDUCATION,A,6400,,0,0.14
jBAueIaP-9XnA,HOMEIMPROVEMENT,B,28000,10.99,0,0.11
2Ybli45k-pPG9,education,B,2500,,0,0.05
JfU1UGrk-Rmar,MEDICAL,A,3600,8.49,0,0.04
nuInPyoz-rbG3,debtconsolidation,B,7500,10.99,0,0.21
Hwzy8s9m-ayQT,venture,C,18000,14.65,1,0.43
it0ElWXG-Ujxc,venture,B,15000,11.11,0,0.2
B2hduLZN-1hCd,venture,A,5000,7.88,0,0.15
kBsmmkAz-1RNm,EDUCATION,C,4750,15.23,0,0.22
QtrXTHZc-9dKi,homeimprovement,C,3000,14.27,0,0.03
jTj8oJiu-G6nx,personal,B,20000,10.99,0,0.24
uTdfvTl7-Xwfj,venture,A,12000,5.42,0,0.39
MNguZA2k-jUph,education,A,5000,7.14,0,0.15
IB1HaafT-OsWM,PERSONAL,B,30000,10.65,1,0.4
wnNXkzRk-g4UL,MEDICAL,D,6000,16.49,1,0.13
qPmznzBu-Dfle,debtconsolidation,D,5000,14.11,0,0.19
PySAz27S-NxXb,VENTURE,F,18000,18.78,0,0.23
frI4Ll5Q-UmkU,DEBTCONSOLIDATION,A,13000,7.51,0,0.14
LF7gvkYn-vUaN,personal,B,4800,9.88,0,0.1
dRNmE0Hx-bNvW,DEBTCONSOLIDATION,D,5500,15.31,1,0.15
fxNX6lsw-Z0gy,homeimprovement,C,14125,13.49,0,0.24
5e9IQaCK-pBuv,EDUCATION,A,4800,5.79,0,0.14
jQdeMk1n-BYkE,debtconsolidation,A,10000,6.54,0,0.13
TA5OrewO-3APk,personal,B,1300,9.91,0,0.04
mBxzKcrs-AX5m,personal,A,5000,6.62,0,0.13
UJ8uRppx-7jHD,venture,A,3600,9.63,0,0.04
ur2pTK0b-nWZZ,HOMEIMPROVEMENT,A,11000,6.91,0,0.09
dh3onjIJ-3Ys0,MEDICAL,C,1800,13.48,0,0.04
h9cRkhXa-qwHc,MEDICAL,,4750,14.59,1,0.33
6yQIE5dN-cLGu,medical,A,6700,7.66,1,0.56
futqwceo-3Zru,debtconsolidation,A,7000,7.66,0,0.06
BrYBB8NI-w9ed,MEDICAL,B,5000,11.49,0,0.05
KjMbsiTu-aceu,venture,B,20000,10.38,1,0.39
29z1NbxU-FHAa,education,C,7200,13.61,0,0.19
bZah36nP-tcJ4,education,A,8000,6.03,0,0.21
A5Zdcx0m-WgEC,personal,A,11300,7.49,0,0.16
fhjtTvcn-c3q9,VENTURE,A,7000,7.9,0,0.1
uny8IJco-g6uG,MEDICAL,A,7500,8.63,0,0.21
g504ak8r-pzbI,PERSONAL,B,10000,,0,0.2
3NRmC7t6-HXsi,PERSONAL,A,14400,,0,0.14
520Qt7fr-DNqL,VENTURE,B,12000,7.49,0,0.22
ABEhN3sZ-wbbk,homeimprovement,A,1000,6.76,0,0.05
78BMSIbH-yPAJ,HOMEIMPROVEMENT,A,1200,7.49,0,0.02
yKF1QiwH-odSf,education,C,9000,12.98,0,0.19
7ek8P3bR-g9my,personal,B,12000,11.71,1,0.32
eRic3MEo-g20O,personal,A,4500,6.54,0,0.07
W2tErm4y-1jtX,homeimprovement,A,6625,7.66,0,0.1
deDI1e33-E6cd,VENTURE,B,21000,12.62,0,0.14
cukxvG9w-bu6J,EDUCATION,C,6500,,0,0.3
fUlhSnXH-WDSb,venture,B,1200,9.67,0,0.04
fUUOFG7c-oJbn,personal,D,24000,12.92,1,0.32
pwId3fNI-zXkK,EDUCATION,B,12000,10.38,0,0.16
YRDsJwDG-wGrf,EDUCATION,B,8500,11.36,0,0.19
G8CQjbgB-AAWl,venture,D,1000,16.29,1,0.07
qP9YmQIM-4DOc,education,A,9000,8.0,0,0.16
zjKYnowO-l3Jm,MEDICAL,B,6400,9.99,0,0.19
kr3ruJnO-X4Oh,EDUCATION,A,12750,7.29,0,0.16
JlalBZpo-9qmr,MEDICAL,C,16800,14.65,0,0.28
ymOOFhJN-KDTU,VENTURE,B,8000,11.86,0,0.29
tI9hyjxg-8UZ2,VENTURE,C,35000,13.99,0,0.21
qZ4iBHPp-LdvS,VENTURE,C,8400,13.49,0,0.2
leJ05Tmj-3oRP,education,B,3000,10.59,0,0.11
MjBpAY1B-IhPq,PERSONAL,B,2500,,0,0.04
rkPXOFPn-ZTo1,venture,B,11000,11.83,0,0.08
5lMxIHUd-guUB,debtconsolidation,C,3000,13.49,0,0.1
PRaZzuZq-UgiS,medical,D,11200,15.65,0,0.05
bXknetvH-RY1e,VENTURE,A,4800,5.99,0,0.1
37OAJdT7-1hqj,MEDICAL,A,14400,7.88,0,0.21
O3blMlpy-qHQo,medical,C,1500,12.84,0,0.03
MY8I3g5U-z7qM,venture,A,6500,7.74,0,0.13
uYd7MErz-BLlT,education,B,20000,11.36,0,0.25
arUpUznU-l8iL,medical,A,13600,7.88,0,0.2
83uf9kko-cPpz,MEDICAL,B,2000,11.36,0,0.05
7EHyf4d5-Nd7c,PERSONAL,A,28000,6.62,0,0.09
O3AikQGT-ottM,venture,D,2800,15.21,1,0.04
qk0fwKL2-HJ5E,PERSONAL,A,3500,7.74,0,0.08
TMC0eIo5-KDqF,homeimprovement,B,35000,10.37,0,0.09
O6lk4oJN-aIUP,personal,C,5100,14.35,0,0.15
eI8kvDnK-gBfb,HOMEIMPROVEMENT,C,20000,13.57,0,0.24
t2aDxByk-EHGj,PERSONAL,A,10000,5.42,0,0.1
s2Tl7BK9-mjtv,homeimprovement,E,2000,18.39,1,0.03
BjQqWFZx-Qlpy,VENTURE,B,16000,12.21,0,0.28
uDWZa1dt-zBst,DEBTCONSOLIDATION,B,5175,12.18,1,0.34
DdgPRorA-zw2X,homeimprovement,A,7575,6.99,0,0.14
YcH2HzBr-I5bc,,B,9000,11.49,0,
4FkeAlvA-eICw,education,B,7500,12.69,0,0.36
he8it5Cc-Z2uo,PERSONAL,B,9000,11.14,0,0.13
KnrZmR8l-KDrT,DEBTCONSOLIDATION,C,3200,14.79,0,0.14
r0HxipRL-RS7L,DEBTCONSOLIDATION,A,16000,6.99,0,0.15
o8ZptnDF-rHdw,education,D,5600,14.61,0,0.14
plNBxEEQ-stuZ,HOMEIMPROVEMENT,B,14400,10.37,0,0.15
C7NbRDU7-XdvR,VENTURE,C,6000,15.23,0,0.25
95PP4JQl-nc0l,DEBTCONSOLIDATION,A,4000,7.88,0,0.12
nmvFmgo0-hlbK,MEDICAL,D,5000,15.62,1,0.09
cYhykJXr-dBRq,VENTURE,C,11000,12.29,0,0.3
c8YC3fTM-BzYw,EDUCATION,A,6500,8.32,0,0.21
S4stgelz-GFHE,personal,B,4000,11.36,1,0.18
p1EhgsDh-LQLk,education,B,19000,11.14,1,0.35
Pdg4tCXt-E7Gf,MEDICAL,D,7750,14.59,1,0.27
hGgAxGC3-S2Y1,personal,B,6000,11.83,1,0.11
X3ExYapC-Cimf,venture,C,2800,13.47,0,0.05
dgakSwso-FX6j,debtconsolidation,C,25000,13.49,0,0.23
IdzBNNyf-t2pU,PERSONAL,A,4000,6.39,0,0.1
8fN6GTid-YvF3,PERSONAL,A,11200,5.79,0,0.06
nkQxiZUO-JjSS,debtconsolidation,C,,,1,
2J62NBqi-ZbDa,VENTURE,A,8650,8.49,0,0.14
dUko7Zzs-c8wo,EDUCATION,D,3600,14.91,0,0.04
DZgOMyF0-8IX0,DEBTCONSOLIDATION,A,12000,7.29,0,0.15
kteBMMrI-P8BZ,EDUCATION,A,6000,8.0,0,0.24
ADQI06do-ABc0,EDUCATION,A,4000,7.49,0,0.04
fsipPyEG-bG3X,venture,C,5000,14.26,0,0.06
wlG7uTOe-T13A,EDUCATION,B,17000,10.37,0,0.15
7ZGiiDfZ-BHfM,PERSONAL,C,10000,13.49,0,0.26
ayhnPycF-pFnJ,PERSONAL,A,9300,,0,0.2
lcU46YUt-45Sl,MEDICAL,A,12000,7.88,0,0.17
N3HJbjZh-DIJ9,MEDICAL,A,6000,7.88,0,0.15
fU85aQG9-oHt8,homeimprovement,C,22000,13.11,1,0.51
FUai5tag-fytJ,MEDICAL,B,10000,12.21,0,0.22
Xki3clq1-RvfB,homeimprovement,B,10000,10.51,0,0.16
FTeUcEa8-voQr,VENTURE,C,4800,15.23,0,0.05
ljzNciPq-6zuC,PERSONAL,A,12000,6.03,0,0.2
lAQ7agek-AOAh,VENTURE,B,13000,9.88,0,0.1
sQhNKDEc-mOmE,HOMEIMPROVEMENT,D,18125,14.84,0,0.24
BgoQbSpX-9ykR,,B,3500,10.99,0,0.06
OTN921gt-wsvu,MEDICAL,C,10000,16.11,0,0.24
Xnh5tyXX-EKta,education,B,21000,11.71,0,0.07
Rly53v80-e9fs,DEBTCONSOLIDATION,A,2000,6.91,0,0.03
0Pa8taSZ-tivQ,VENTURE,D,8000,16.49,0,0.19
3NKpaJt4-UIwu,EDUCATION,A,5000,7.74,0,0.09
p3OwJaSJ-F58D,MEDICAL,C,5000,15.96,0,0.06
s8EKL48D-2K80,debtconsolidation,C,4650,13.23,0,0.15
063rI5cT-0ang,personal,A,15000,8.38,0,0.19
jW9gtZfD-pWfJ,VENTURE,C,18000,11.78,0,0.19
kNuUWEt9-4vTf,DEBTCONSOLIDATION,B,8000,11.49,0,0.05
OuQWZSWz-IjKf,EDUCATION,A,12500,9.32,0,0.25
Dm2r1YvY-TccX,VENTURE,A,10000,8.94,0,0.06
QYR4UTYa-knKO,HOMEIMPROVEMENT,E,24000,19.69,1,0.22
IRwXdegF-oDcn,education,D,4750,,0,0.23
M1qqeAgs-YxM9,PERSONAL,A,5000,,0,0.14
F2Y45YWM-cNSX,MEDICAL,B,9500,11.71,0,0.11
JvcDySGb-00oR,VENTURE,A,5000,6.92,0,0.09
8UZBEFC7-oFwc,debtconsolidation,C,8000,14.72,0,0.06
Bh1MYxSk-pHSG,homeimprovement,C,5600,15.23,0,0.05
GuYQBRLK-Eaea,EDUCATION,C,4000,13.49,0,0.13
RK7llSmd-SZ6S,HOMEIMPROVEMENT,C,15000,13.85,0,0.25
o8Xjtvja-MAxN,education,A,6000,8.49,0,0.15
80w8zIZh-djHL,MEDICAL,A,5000,6.03,0,0.1
UAnhZST9-9CvO,homeimprovement,B,20000,12.42,0,0.2
GKGCcaah-aUT6,MEDICAL,B,10000,11.99,1,0.26
iBw3zR0E-6tLQ,venture,B,25000,10.36,0,0.29
EAHb8qXZ-q01G,EDUCATION,B,3000,10.99,0,0.04
0mTEw3Tk-wpjZ,PERSONAL,G,25000,20.16,1,0.46
3kq5ydrf-pxsd,MEDICAL,D,5000,16.32,1,0.14
TTOQL9h8-voLe,VENTURE,A,20000,7.49,0,0.36
y2U2woxo-U5Jm,PERSONAL,C,20000,,1,0.34
rhBMGwJJ-A0i5,EDUCATION,A,10000,9.63,0,0.25
bTZAp7Z6-cbGg,VENTURE,B,10800,10.75,0,0.22
Ea45Ati0-gXnw,personal,A,10000,7.51,0,0.21
vHFYoJTv-mP22,education,B,20000,11.83,1,0.24
24nRoDin-lGqT,MEDICAL,B,2500,9.99,0,0.06
9DdhJ9nE-nq9x,venture,D,2000,16.29,1,0.06
m8PLYbvp-bvTK,debtconsolidation,E,13250,16.4,1,0.44
O0U4YX7u-Se0J,education,B,16750,10.99,0,0.4
vZoAKBWR-dPRW,HOMEIMPROVEMENT,B,6000,10.99,0,0.1
ioL54QsZ-yNSa,personal,C,2400,13.98,1,0.08
DsCNbn37-ezsE,VENTURE,A,4000,5.79,0,0.06
O7cv1R3S-JIwd,education,B,9000,,0,0.09
1Nz2sLxU-vqqY,debtconsolidation,C,2500,14.82,0,0.05
SWPQ0ZUH-kRJd,DEBTCONSOLIDATION,B,4200,9.25,0,0.05
nm2xrJeI-L82f,DEBTCONSOLIDATION,A,7000,5.42,1,0.49
ZWlNMdZh-YbLH,education,A,20000,8.9,0,0.29
R17vGEq5-KJLS,MEDICAL,C,12000,13.47,1,0.23
TFuzz1ZE-auk7,EDUCATION,D,5875,14.11,1,0.31
LLkHlZZ9-xGlA,debtconsolidation,B,10000,9.91,0,0.19
FNdIsvFt-NOcm,personal,B,4600,11.11,0,0.05
3uggcvhb-Ld0E,HOMEIMPROVEMENT,D,14000,15.33,0,0.22
EklLPKGf-2c2u,DEBTCONSOLIDATION,C,6600,13.85,0,0.16
0myiNKtk-FLXf,PERSONAL,B,20000,11.14,1,0.33
jp4T7sP6-suxl,venture,C,5000,13.23,0,0.07
pB15jDS1-YD6R,EDUCATION,A,12800,7.88,0,0.26
1iBYrfu6-sP1D,personal,B,12000,,0,0.13
FKdK5OmX-xoKF,debtconsolidation,A,10000,6.99,0,0.29
TE3wdm8a-T5tz,DEBTCONSOLIDATION,A,2275,,0,0.04
2ptur1sI-vmNj,homeimprovement,D,9250,14.96,1,0.64
hcZsAAO3-r4He,VENTURE,A,15000,6.54,0,0.55
kbvPrFWj-gGYA,PERSONAL,A,3600,7.51,0,0.06
4KPlJwbA-pjg8,medical,A,5400,8.9,0,0.15
zFEFLQzi-JEi1,HOMEIMPROVEMENT,C,12000,13.49,0,0.16
DkUp6ASo-NvhY,EDUCATION,B,6000,9.25,0,0.11
uSBnp4Rf-du5S,education,A,3500,7.29,0,0.05
xUzFe0nN-jKuH,DEBTCONSOLIDATION,B,20000,12.21,1,0.39
44z3mkz9-fSHH,MEDICAL,C,7450,13.06,0,0.11
P8dAjGQ4-9GT8,debtconsolidation,A,5600,5.42,0,0.05
LdWAn0Bv-ZdTi,EDUCATION,B,9250,,1,0.48
mtmArSvc-CAFn,MEDICAL,A,1400,7.74,0,0.04
vrjtXn1J-nRtS,MEDICAL,C,8400,13.49,0,0.2
NrGMWUNC-mC5E,MEDICAL,D,2000,14.96,1,0.05
stPIKQAd-3Afs,PERSONAL,B,12000,10.62,0,0.15
tpPgeLBM-WaRl,MEDICAL,B,25000,9.88,0,0.16
xqcWm4e1-KO7R,EDUCATION,A,13000,5.79,0,0.37
O5CMn68r-grXO,VENTURE,A,10400,8.94,0,0.28
rddPDykv-myRJ,VENTURE,B,10625,,1,0.35
yxGzOdzD-ppgv,venture,A,13000,,0,0.09
YjTvwsC7-Y790,EDUCATION,B,20000,12.21,0,0.12
NbARdbTQ-rIPd,VENTURE,D,3600,15.62,0,0.08
BnNUE0vW-wry2,homeimprovement,C,4800,15.23,0,0.05
eQrQjgSo-MIrF,VENTURE,B,18000,9.99,0,0.09
4bzaGDpM-tSy5,PERSONAL,A,5000,7.51,0,0.12
2SHc2esb-K6JQ,debtconsolidation,B,12000,9.83,0,0.15
NN7y1Hvr-0jx3,VENTURE,B,12000,,0,0.25
uUDAC67o-QO6q,MEDICAL,A,28000,7.9,0,0.23
lalIaKhM-ILWB,education,C,4100,13.49,0,0.2
Dt8rayK5-jxBC,MEDICAL,B,5000,10.96,0,0.17
ubXpbAiY-zskc,homeimprovement,A,7500,5.99,1,0.22
iiUpiFYK-ZB4N,VENTURE,C,12600,13.85,0,0.2
hyEEcpnL-ejUa,MEDICAL,B,9000,11.11,1,0.33
EQmjXW1w-EOi0,education,D,8000,16.49,0,0.18
xjx482vC-Qmyw,HOMEIMPROVEMENT,E,15000,14.5,0,0.2
RABsiyZA-j3MY,PERSONAL,B,4000,10.75,0,0.05
9cqpSXUW-XYm6,VENTURE,C,12000,13.61,0,0.12
DW9EpKuD-0JHS,personal,B,3500,10.36,0,0.01
Xv04Cgvy-YqA2,education,C,1700,15.23,0,0.05
hfRym92r-AZnj,EDUCATION,B,12500,11.89,0,0.21
ikjILaEx-g4B7,DEBTCONSOLIDATION,A,12000,9.63,1,0.2
eQqKweyF-3KvO,MEDICAL,C,1500,,0,0.1
yfy277HC-4JE9,venture,E,10000,15.95,1,0.19
ofZqFWTL-2PS4,DEBTCONSOLIDATION,A,3000,5.42,0,0.05
EdC8hcqq-fK1Q,MEDICAL,C,17500,14.35,1,0.39
MXe1YAAx-M7IF,medical,B,3000,,0,0.08
aMhm9YG4-nuBs,PERSONAL,D,6000,14.11,1,0.2
3piJmjUJ-c0F0,,,15000,10.37,0,0.22
aK8zKuGS-HaxH,HOMEIMPROVEMENT,D,10000,15.21,0,0.12
yljyqwBC-jDT2,VENTURE,A,9000,,0,0.16
ank1jTXH-0Zci,DEBTCONSOLIDATION,D,16750,,1,0.16
aP3ZtZNU-0jYT,HOMEIMPROVEMENT,B,10000,11.71,0,0.14
JWDdomDT-X8Wg,education,D,10625,16.49,0,0.35
DvdAMwey-tmrY,homeimprovement,D,19800,15.65,0,0.12
iPRm65Pz-dZum,MEDICAL,A,6500,6.17,0,0.2
7X76Dpiy-A5YP,VENTURE,C,2000,14.79,0,0.14
HzAowJQI-IZn8,MEDICAL,C,5000,14.22,0,0.1
S1S3mYSB-pGqS,DEBTCONSOLIDATION,B,7500,,0,0.05
z859Fd9G-pTMt,VENTURE,A,6000,6.62,1,0.33
NZaQoTs2-IBcL,debtconsolidation,D,8000,,1,0.1
yL4LbeOa-34Ga,HOMEIMPROVEMENT,B,16800,12.42,0,0.17
uRsNkiPv-PWyz,personal,E,5000,16.0,1,0.15
WLWTrXli-8X05,HOMEIMPROVEMENT,C,6000,13.92,0,0.06
HZfmivvU-vPix,education,A,5000,6.17,0,0.13
oYIIpL8s-H7aE,education,C,16000,14.65,0,0.08
C8vruMra-ac3l,education,C,9000,14.26,0,0.2
K2oScYha-p8nx,PERSONAL,C,10000,14.27,0,0.12
ej9EPqpz-viAg,MEDICAL,C,7000,13.35,0,0.23
bweQbhMl-KAxE,homeimprovement,A,12500,7.51,0,0.2
HSqP9SMi-7xYv,education,B,5000,,0,0.05
TRXBuCOm-LanS,debtconsolidation,A,18000,8.49,0,0.35
smtcdCLZ-vjAM,EDUCATION,D,18000,14.96,1,0.35
0P6wsprc-XM3j,MEDICAL,D,2500,15.33,1,0.08
gQgpRktZ-3PtK,education,D,35000,15.28,0,0.3
ddzuFmZM-O8Dl,DEBTCONSOLIDATION,B,3000,9.88,0,0.05
Ta6CQwBj-BbDP,homeimprovement,B,4500,9.99,1,0.14
LdG1zoE7-pwye,DEBTCONSOLIDATION,A,12000,8.9,0,0.18
thdAfvhq-3uOK,MEDICAL,C,1500,11.78,0,0.01
6Euuf0Yl-YHP5,EDUCATION,A,22250,11.11,0,0.53
6NfcdHFu-8mmc,medical,A,14000,7.49,0,0.15
BkGs0tKZ-WbMM,homeimprovement,D,7200,16.32,0,0.18
XGyJ3cu7-yUiX,MEDICAL,C,4000,13.49,0,0.05
f8EBtg11-bRqu,VENTURE,B,3500,9.25,0,0.04
fCfIUsaE-8SIm,EDUCATION,D,8000,18.25,1,0.28
JWcAXjxR-CwZ4,personal,B,24250,11.48,0,0.17
ZzH7kQiA-53sR,personal,A,5000,,0,0.1
OchC2Cki-Q4DG,venture,B,20000,,0,0.18
pBz8kJ69-0WL4,PERSONAL,A,5900,7.49,1,0.08
o6lmkEMx-nJ1T,PERSONAL,A,3500,7.9,0,0.12
Ut4vxQnP-u7oY,debtconsolidation,D,5500,,,0.17
PPHll27k-Uzzd,debtconsolidation,B,18000,11.58,1,0.28
CbeqXFdJ-l5bA,DEBTCONSOLIDATION,A,13000,5.99,1,0.36
cxD3RAek-rO0u,HOMEIMPROVEMENT,B,10000,11.14,0,0.08
EFSsoFTm-EOr5,MEDICAL,C,10450,13.57,0,0.24
O8xq0CY0-Djxz,PERSONAL,B,30000,,0,0.39
9dhvNRtL-Stpi,VENTURE,F,20000,18.17,1,0.19
xLC3bZb2-jPSz,education,B,20000,,0,0.45
yMgTHJP1-cidQ,DEBTCONSOLIDATION,B,10000,12.53,1,0.46
sLEkJqM3-lK29,PERSONAL,B,3000,10.95,0,0.09
UKHP5lvy-Malv,HOMEIMPROVEMENT,C,5600,14.27,0,0.08
TOOn1jRh-F76m,EDUCATION,D,12000,15.58,0,0.21
7CaWfPCC-rrLj,VENTURE,A,6000,5.42,0,0.12
gp5NSWCM-wusW,homeimprovement,D,3200,17.49,1,0.11
MXDQK75W-4JeR,venture,C,4000,12.87,0,0.09
JcL6N9SR-HE27,VENTURE,A,7000,7.66,0,0.18
2AWdv6eo-ybyp,debtconsolidation,A,6400,7.29,0,0.06
QBxdAZdv-3xxX,EDUCATION,B,15000,12.42,0,0.19
uzPa5hRY-jjFf,DEBTCONSOLIDATION,B,10000,9.63,0,0.05
2mh4JA5e-Sw2P,venture,B,7000,10.36,0,0.17
BjJfO0GI-Dn9Z,HOMEIMPROVEMENT,A,5000,8.9,1,0.14
6NXiOGpt-ghMH,VENTURE,A,6500,6.03,0,0.09
rxFt77Y1-dGZT,HOMEIMPROVEMENT,B,12000,,0,0.16
v11LCBeJ-6bpf,venture,E,6400,16.82,1,0.2
PD0mZb7n-KYeQ,DEBTCONSOLIDATION,A,6000,8.9,0,0.21
1WzUpYm7-rb3Z,debtconsolidation,C,1900,,0,0.1
zF2cBuIF-hpTu,education,B,15000,9.64,1,0.77
CUOb7mwe-d6us,DEBTCONSOLIDATION,B,8500,11.14,0,0.12
xsBa9OHM-n1Af,HOMEIMPROVEMENT,A,10000,6.62,0,0.15
7NIks0Kk-sYO6,MEDICAL,C,16800,13.85,0,0.28
eq3IyQLI-u5ab,medical,B,11000,11.99,0,0.24
FIcynYS0-CNYd,personal,E,14400,17.99,1,0.21
NkNTDZQR-vcJH,DEBTCONSOLIDATION,B,15000,11.58,0,0.47
dtFJuxtP-A721,DEBTCONSOLIDATION,C,4000,,0,0.07
ttJ8KxwC-rjfe,EDUCATION,C,12000,12.22,0,0.2
DpPvqFYP-2Oh2,education,C,11500,15.27,1,0.32
TO2X7jyO-qs8U,MEDICAL,B,4900,11.71,0,0.16
NwREnO1m-ttoH,MEDICAL,A,6000,5.42,0,0.13
w1AfFKRH-u1fe,venture,C,,9.45,0,0.2
FfvmDin5-3BUd,PERSONAL,D,5000,15.21,0,0.15
qQ8cMh5q-ax40,VENTURE,A,3000,5.42,0,0.05
WbI3Cehx-9A66,venture,D,25000,16.32,1,0.32
M53iLxjn-Pepx,personal,B,7500,10.01,0,0.09
sEqFpzCb-xJMd,,B,12250,10.37,1,0.47
uFeC6gHR-tLW0,PERSONAL,A,11000,5.42,0,0.2
XmR0OUxn-qA0u,DEBTCONSOLIDATION,C,5000,,0,0.09
z3EMI1ko-uXPz,VENTURE,A,10000,8.0,0,0.19
WxhOkyJd-s0kA,venture,B,2100,12.42,0,0.07
qDa5mU9W-zZOI,homeimprovement,C,19000,13.92,0,0.15
kMdDmqQ2-xOZH,PERSONAL,D,6400,15.99,1,0.21
HDmAOOeM-Uh0A,MEDICAL,A,3700,6.99,0,0.08
MvA23oOa-9q3r,personal,A,10000,7.88,0,0.2
WOpcoMYx-mWcj,personal,A,5000,5.42,0,0.06
ixxbM1hO-YbIZ,EDUCATION,A,6000,8.94,0,0.12
zeppIaqF-M7uo,MEDICAL,B,5100,11.12,0,0.15
oulJI6UO-UgWM,education,C,15000,12.99,0,0.12
bhXllsU4-odP8,PERSONAL,B,1800,12.42,0,0.02
1oDd2HqO-u324,HOMEIMPROVEMENT,C,5200,12.53,0,0.1
w0UDotT8-UH4A,HOMEIMPROVEMENT,B,8000,10.0,0,0.16
jPtTkIBP-Hfi9,medical,C,6600,13.49,0,0.18
fhXlzOIj-ZN99,debtconsolidation,A,9000,7.51,0,0.16
mt2eurOT-aLcs,EDUCATION,C,15000,14.79,0,0.07
Eq1gKsri-KmBP,PERSONAL,A,10500,6.91,0,0.15
T2K5OHP4-bpTZ,education,C,3000,12.73,0,0.08
uvxzqkyq-0LbX,PERSONAL,C,6200,13.92,0,0.15
GiT1qn1l-qAAt,MEDICAL,A,9400,6.91,0,0.3
eeFJv0Go-cKG5,personal,A,5000,7.4,1,0.33
