person_id,person_age,person_income,person_home_ownership,person_emp_length
g6L1rWDY-TOfc,30,48000,RENT,0.0
KEqznR4e-gb67,30,60000,RENT,8.0
eYS4HoXA-mCio,23,110000,rent,7.0
Z9djppxz-PUM6,25,135000,mortgage,9.0
5S2zh4Kl-hzit,22,25000,OWN,
SXFao1Kq-nK2A,22,60000,rent,
PNpSIMBF-j6qW,30,60000,own,3.0
5MmUznIT-yf6x,22,75000,RENT,2.0
Y6eBIEbW-qY9I,31,38000,OWN,1.0
eEZKUs01-LGvZ,26,28000,mortgage,8.0
OwvPiHYs-pTKm,23,124896,MORTGAGE,5.0
LbfKqC8H-PTmY,26,95000,mortgage,0.0
d5oxMnZ5-UvUB,26,41000,MORTGAGE,5.0
l4829Of0-rfge,30,40000,RENT,2.0
dXwLTCfE-TQxz,23,120000,MORTGAGE,
jF3p6BCm-b5Ii,39,45500,rent,4.0
98ZfInB5-L3Zd,23,30000,MORTGAGE,0.0
WdDYATCf-8sNb,21,53000,rent,2.0
bXjzuQLY-jCAM,38,85000,RENT,9.0
TXR28rUq-J5ao,30,83203,rent,6.0
bknZmsUF-ZA3I,25,88500,RENT,3.0
HQMUEj0X-1cAZ,26,102000,mortgage,3.0
uJpWnS7b-sRir,27,57600,MORTGAGE,3.0
PyG9fpBT-t4IY,23,25200,RENT,1.0
8AyDsUGc-DTfb,28,59000,MORTGAGE,1.0
Nez2EHM1-WUxo,35,52000,own,3.0
pLX45Whs-FBks,23,55000,RENT,3.0
wIo4DaZU-PXCL,40,133000,RENT,2.0
BQSvoglf-7muw,35,125000,RENT,11.0
CxXmmwYd-dh2k,25,35000,mortgage,1.0
O3gu4hBJ-jWf0,45,225000,MORTGAGE,9.0
6q6CwKf2-yAdd,28,115000,MORTGAGE,2.0
j7Zaged9-hjo0,25,100000,MORTGAGE,9.0
4r6wZsef-F5gf,21,44000,MORTGAGE,2.0
jQ3dTT5F-5unX,23,83000,rent,7.0
KuPFn9C3-QbLx,25,185000,RENT,6.0
sgsB60yB-Sz8r,39,67000,rent,0.0
vuGhUwyK-oGQR,22,60000,MORTGAGE,6.0
MzUg7GJW-iGmI,27,30000,rent,5.0
QoQFQUsM-Uw72,23,85000,mortgage,
Fq58p4HF-9o90,22,15996,rent,3.0
EMPn8ah2-pFu1,24,30500,rent,2.0
Tn6mtUgJ-BRi3,22,,MORTGAGE,
JQGYlWgg-917w,21,53000,OWN,5.0
1lIBKCvq-7IvF,22,36000,RENT,6.0
26b8sI1W-keYc,48,66000,rent,6.0
5wC2PWeG-lQNa,33,32004,rent,3.0
aLd4SsOW-y7hC,35,86000,OWN,5.0
83rTTCrS-99DP,22,74000,MORTGAGE,6.0
RsgzwCfH-5jsG,23,30000,mortgage,7.0
7nq7rmv2-Yvc9,22,36000,rent,5.0
RtcekS0r-15pS,33,130050,mortgage,0.0
Cec6QFh3-efUy,22,25000,RENT,0.0
M1ft4yrw-m5fU,30,71000,RENT,2.0
XLkWu8U8-6p2f,25,100000,MORTGAGE,9.0
qkJFKrG0-fFGH,21,59000,RENT,4.0
ttK8likp-9mUB,28,52000,mortgage,0.0
ddioDgNs-8opD,24,67000,MORTGAGE,0.0
aSeMvUnl-pezS,35,71004,RENT,0.0
NMpBTL2O-9DYP,56,70000,MORTGAGE,17.0
4h34HthF-gkcY,24,30000,RENT,8.0
A8En9mFX-XdXN,28,61500,RENT,2.0
dUPx7eG9-WCZ2,24,27000,mortgage,1.0
cl6hhqop-hN71,35,56566,MORTGAGE,3.0
3fNiHa56-AUUA,24,24000,rent,0.0
6pf31mUx-ywfI,25,54000,RENT,1.0
ZHS45w3G-fsuv,28,80000,RENT,12.0
Aol3jtB1-IYkM,26,150000,MORTGAGE,6.0
YBmZL8kF-5DBe,23,50000,rent,7.0
TB8E7ZDq-RiBI,26,62100,MORTGAGE,2.0
YF27qpFP-TjYF,23,31500,RENT,7.0
jHF702ji-7CDv,22,50000,RENT,0.0
Op8lll2M-JykS,22,50000,mortgage,0.0
aKzWb7x4-kNl2,30,85332,rent,3.0
mskQzQEM-A6Yk,23,57355,MORTGAGE,5.0
nR59xIbu-BSwv,24,145008,MORTGAGE,8.0
BnOGlyEi-fK6E,41,53000,MORTGAGE,20.0
u1xuvBKI-o8pM,22,30000,MORTGAGE,6.0
GXlf1CYI-jUHb,32,42500,RENT,3.0
PREjBBl6-EtKm,27,61500,MORTGAGE,3.0
UU7hJL2C-UyOs,27,69000,rent,1.0
zZo1GCF5-9jqg,27,35000,rent,3.0
Y3scYLjX-r7NO,34,59000,mortgage,1.0
MZSefq9m-loYS,22,29000,mortgage,5.0
W9xNZtvO-qLBS,21,52000,mortgage,5.0
Nsustq61-nZdq,,36000,mortgage,7.0
poNsf8Om-2tkb,24,74800,,4.0
eipTDQRP-PJWy,36,34000,RENT,20.0
diE6tgYg-rnWB,23,96260,mortgage,
BGzMcduG-aEED,28,58200,RENT,11.0
rMcqxKt5-MjmH,22,21000,MORTGAGE,4.0
U2KhUUSA-AASO,23,23000,RENT,5.0
3Zk1IoFs-MDF6,25,88000,rent,9.0
4mFjyJuJ-ZqhT,23,71000,MORTGAGE,7.0
jdXS1ERa-AqX2,26,21000,RENT,3.0
AGMvjUh7-i4ZU,25,34000,,2.0
KpCXvBds-ABZJ,24,90000,rent,6.0
1Pj0kMR8-vNyO,23,58977,RENT,7.0
2QBI8Qdq-GwwM,21,65004,MORTGAGE,5.0
3Mb8WyqH-zTph,28,78000,RENT,0.0
YqxapIbr-pCUr,26,75000,MORTGAGE,6.0
iGnqUbIX-1aTx,23,44000,mortgage,7.0
aBpD8U1Z-XhdH,29,142000,own,14.0
lsJpFS63-JgdW,25,33000,RENT,0.0
DtNUIeHd-AULk,29,78000,MORTGAGE,2.0
5oJFgkfN-15qK,26,43200,own,1.0
cCK8iZHu-2nai,31,89000,mortgage,8.0
rLghAdk8-Ftl6,32,45576,RENT,1.0
r7ASDtKJ-6XHL,25,50000,mortgage,5.0
i9PIXGe3-abQG,25,56000,rent,2.0
ELZhwfJr-pFUW,24,52000,RENT,2.0
s0ddQfqs-TpvF,25,36000,RENT,0.0
wMp1ZyKP-gOyI,31,15000,rent,2.0
PKouDELv-z8WR,24,90000,RENT,8.0
IrRgPlM4-I4uf,22,18000,RENT,1.0
aXe7PbQf-61zb,34,195000,MORTGAGE,14.0
gYE6fPgA-xRrd,23,56403,mortgage,7.0
uwnI4PzW-oqTy,24,43000,mortgage,3.0
ctFZfalM-2PpM,28,45000,MORTGAGE,0.0
PDyhgmSe-LvnW,22,31000,RENT,2.0
557Zngqr-1XiM,26,65000,mortgage,2.0
iYzE622A-HDXm,25,60000,RENT,0.0
cwOvywrN-SkC6,23,26000,rent,1.0
jw0EdJSb-Tggc,30,78000,mortgage,2.0
rmz1jkMp-QrTj,29,220000,MORTGAGE,0.0
DyHhDHLD-49kj,30,98000,mortgage,6.0
tq1zFDMe-zwvG,25,72000,rent,2.0
edctw1xS-0eAR,22,65000,MORTGAGE,6.0
pTskgoGx-vtc4,44,30160,MORTGAGE,4.0
BUiM2oY5-I90w,25,29000,RENT,9.0
URwOZMuh-Qn1f,29,50000,rent,9.0
nT0MKlA8-30ru,23,70000,rent,6.0
ZyrdvtuK-ykiz,29,54099,mortgage,2.0
6mwKefmL-4foP,33,115000,MORTGAGE,3.0
wMaPDqtY-cMTB,26,96000,RENT,2.0
UO3pEDyF-398k,22,30000,rent,3.0
pssCyfRW-PC0H,25,120000,MORTGAGE,4.0
DcDIFjZz-6oLR,22,45000,own,6.0
Y06Xigf9-CjOK,25,29004,rent,0.0
pOYPaJeb-8iGt,47,204000,mortgage,6.0
JMMec4ZF-rvgS,24,65000,rent,2.0
yLGx40DX-5vfa,23,75000,RENT,0.0
Z7rTSnkR-Mfzz,28,75000,own,11.0
ZPKspllQ-jvty,44,54000,rent,0.0
FmFcryZZ-NuPE,44,62400,RENT,
dmuz1uSZ-Fh1S,22,44000,RENT,0.0
GqoLLnYT-rGCl,23,36000,RENT,2.0
uWrCFtOB-BtNI,24,52739,mortgage,8.0
ysg07c5g-h8nr,27,84000,RENT,8.0
fAn01oHS-1REw,34,70000,MORTGAGE,7.0
nlZTkSA9-33Uy,35,76000,RENT,2.0
QdaZRjAq-jepQ,24,63000,mortgage,8.0
IuptAQCL-uzK0,29,100000,MORTGAGE,8.0
msbfT3tr-0xTX,29,70000,MORTGAGE,9.0
runpPzbM-9KqC,23,21000,RENT,6.0
8AYaI8lG-eovU,30,57000,MORTGAGE,6.0
iD26fJ5d-Il68,30,76000,MORTGAGE,5.0
utFUYoRx-7bxA,23,64500,mortgage,4.0
rddbqdFt-DfMI,25,37000,own,0.0
baQqZYD9-mPFl,32,40100,RENT,3.0
aYPr6d9C-7yRo,22,64000,MORTGAGE,6.0
MO4Y7Ygt-5F0h,23,18000,RENT,1.0
eTZgyqfd-bTG2,29,33996,RENT,13.0
6pRZ1GDd-jWpg,25,36000,MORTGAGE,3.0
c8JKaeQb-6o5U,24,77964,RENT,4.0
jYUHSffh-YBTl,21,40000,OWN,1.0
zFlauUuL-avOO,24,25920,own,4.0
At9aMzHg-aXk8,30,65000,RENT,3.0
X7B8xW4e-0u0O,23,55550,rent,7.0
P2G0wswJ-sLLh,25,120775,OWN,9.0
ONoujbRD-Xzgb,22,98000,rent,2.0
wcGYhDh1-bNSk,32,60000,rent,3.0
J8vt9MxU-wUTG,23,80000,rent,1.0
maGgJrbC-BLe6,24,33360,MORTGAGE,7.0
6TlmiY1H-N1NQ,25,38400,RENT,5.0
W6iMuWRR-DRUL,30,44000,mortgage,1.0
SnNOJy1E-Qv3B,23,62000,own,2.0
eo4YEEb2-4Jmh,26,50000,OWN,10.0
4AINPJh1-uM8B,30,62000,mortgage,4.0
lf5hdOd3-NQ75,27,33200,rent,0.0
PMUK6mYH-vMJM,23,70000,mortgage,5.0
sEkUuXP0-Mw14,32,40020,RENT,2.0
fXUfKjJy-Urlj,25,125000,MORTGAGE,9.0
gWDorjKB-dQF4,24,50000,RENT,9.0
OXEfNCnz-1xSD,,72000,mortgage,3.0
RMEfEt49-hGiC,29,70000,RENT,4.0
sAtNXPgy-Z9HC,31,35142,rent,
wu451DYE-4oRo,23,34000,RENT,5.0
gUbU06qP-6c8p,24,97000,RENT,3.0
I3tw7Jli-fcsk,33,410000,MORTGAGE,3.0
4XKYOqhd-dwYD,26,34000,RENT,8.0
iej04IFf-jobF,32,110000,MORTGAGE,5.0
yRrPBegk-HRw7,26,109000,mortgage,10.0
on36zFFw-CJ4n,27,48192,RENT,12.0
jQsJXLuc-o3Fu,24,100000,MORTGAGE,1.0
60aqaDAk-n3BK,26,81600,mortgage,1.0
Th33Lg6C-tXOw,23,45480,MORTGAGE,7.0
QiOohJsz-vIXK,24,86000,MORTGAGE,0.0
bxC5W30A-MRxw,23,35000,RENT,6.0
ADARxOjZ-jqSo,22,28500,mortgage,1.0
WCuAQ0CG-mIlL,35,170000,mortgage,6.0
BXicobmr-3dAg,23,33004,OWN,5.0
ejkrP5nR-o7rU,25,50000,mortgage,
nlvnYZs7-zPOF,24,60000,rent,4.0
2TKNDl79-zkkz,22,31200,rent,5.0
h2Cpa6Iq-LXWm,33,36000,MORTGAGE,10.0
eQ7LSq8E-B6TX,23,60000,MORTGAGE,6.0
Yk6KBo4X-U1E0,28,225000,mortgage,1.0
CTpac9Dn-r23M,24,70000,mortgage,2.0
XkDdovEG-rgpQ,27,85000,OWN,2.0
Zx3n0DdA-rhcx,24,94000,RENT,8.0
IYp29Oob-ihZY,26,48000,RENT,0.0
1RPJkQwP-JlFi,39,54000,MORTGAGE,0.0
9GItThK7-KOZd,59,40000,MORTGAGE,5.0
KwX90ekk-oNOh,30,74000,MORTGAGE,0.0
mq3p1gId-bKIM,27,42000,RENT,1.0
6wjmTJ6Y-hQGF,22,78413,MORTGAGE,6.0
yNrSqMlM-0PNI,26,106000,MORTGAGE,9.0
o0ddSpFS-8kaX,27,65000,rent,0.0
C0IM4A61-Ff4F,22,50000,MORTGAGE,5.0
KDWvwtEW-kHC0,27,31500,rent,10.0
Ju23PxNZ-haLL,31,371000,MORTGAGE,0.0
LTwRgzBf-8jzf,25,37000,OWN,6.0
Nkvp9gTH-P9Se,35,110000,RENT,1.0
INgpmN2S-WHPl,27,57500,RENT,2.0
71FUYsqj-e7oA,29,58500,rent,1.0
4huS9B4c-1Fi2,65,45900,rent,2.0
rJ1kgEUR-eY4Q,34,325550,mortgage,3.0
BRWSqmQX-5CPk,25,32000,rent,2.0
hspo6TWE-ISml,30,100000,MORTGAGE,14.0
iK0sFzCA-mmAq,26,52000,OWN,10.0
mgvcnDQK-LTtl,39,69000,rent,
ccyUbgFG-eWMm,34,35184,mortgage,
u4nxLsMa-ziNp,26,45000,mortgage,6.0
NZYJHHAB-HkMR,26,130000,RENT,0.0
ojU1FnbP-yk8h,26,59000,rent,1.0
oWaLoETW-bIGt,25,51996,mortgage,6.0
sq8phJRN-uDXP,27,27000,RENT,1.0
HlYwXonn-kPDl,22,74000,RENT,4.0
WQCX23AR-z2kI,27,66000,MORTGAGE,0.0
Gs3YmvyW-RL93,25,84000,RENT,9.0
HClyI7cL-tQRl,25,99600,mortgage,1.0
DyQLY8Ks-FTWa,26,51000,RENT,10.0
nsP9oDZx-hBnd,37,45000,own,5.0
kdIyYOJx-F7CK,22,60000,mortgage,6.0
sixkmnC3-fq77,28,59904,MORTGAGE,12.0
Ldi9vc0q-lDp9,27,85000,rent,6.0
ZqL0CEkZ-Fpn0,28,24000,rent,8.0
yBRuMrdI-Difd,35,26400,RENT,4.0
DISUqZYq-Fk3o,28,105500,RENT,1.0
mnPEu1oy-1bO9,24,63000,MORTGAGE,8.0
gjlQSmz8-6dpM,29,80000,RENT,3.0
wlrNAUfF-WpeW,22,80000,RENT,6.0
ZMj3GDRA-d7ZD,34,54000,mortgage,5.0
ehAukuIM-Bl2y,34,68000,RENT,5.0
Zam1iyMZ-7YdN,26,87000,rent,6.0
Ci08jydH-8hdn,22,8280,RENT,
vNETZBzX-Uoxw,23,63000,RENT,3.0
njlAN6Cr-wb9b,23,70000,MORTGAGE,
6qQCRrFv-94NP,25,50000,rent,5.0
1ndlCq3h-65j9,23,42000,RENT,0.0
z8TAdKol-ozhv,40,32878,RENT,6.0
cQat5i5n-lO1T,39,115000,mortgage,6.0
qhZODKMg-jIeQ,40,15864,rent,
fSrmISGA-4egS,32,46000,rent,0.0
lhgoHhec-Kv1f,29,33000,RENT,0.0
S035oT5U-NhZR,22,40000,RENT,0.0
wB2SHDsy-sub3,26,45000,MORTGAGE,6.0
xsYezUWE-8p2t,24,31200,rent,7.0
Fa3adgWA-GRlh,21,36000,MORTGAGE,5.0
m25RKkss-f0uZ,43,400000,mortgage,5.0
EO3iiXwk-bFGr,25,54000,RENT,2.0
cPmJhz4d-vpmh,27,27000,OWN,1.0
uyL7Q32j-FGZZ,22,53000,MORTGAGE,6.0
D8NyK82Q-GoRh,23,22080,MORTGAGE,3.0
jTlZsQSW-ojru,26,65004,rent,3.0
x6vmnUAp-PCkv,24,56500,RENT,1.0
KgvR5FTy-kN4O,23,46852,rent,3.0
qGn0T3iG-iLTp,24,42000,MORTGAGE,2.0
WooEMzFx-09gS,24,185000,rent,7.0
3PKunX0a-pZx2,35,20000,OWN,1.0
n8F0ael9-E0YS,21,52000,RENT,5.0
C8vkEgUk-fpPZ,31,55000,OWN,5.0
Y4EQRjC6-MQTN,29,120000,MORTGAGE,7.0
SWnumuJP-R9u6,26,42000,RENT,6.0
O38Y78Ar-Nppm,33,40000,MORTGAGE,12.0
kaL47noZ-8Lgq,50,120000,MORTGAGE,0.0
yLZkGx9v-6frG,32,35000,mortgage,11.0
eTTXN7tk-H182,27,30000,RENT,0.0
cX2ylwJ5-puTU,22,19200,own,0.0
0vEDgZIn-wwya,28,54000,MORTGAGE,12.0
0LpyK6bh-Xgf7,26,156000,MORTGAGE,2.0
yg6cb9T3-0WmM,24,110000,MORTGAGE,8.0
BRtqdJYm-5PRQ,30,160000,MORTGAGE,4.0
TKW1s0Po-hiYb,24,133000,rent,5.0
AlyOGpcv-PZHy,47,52000,MORTGAGE,4.0
fB7pnwfH-iz03,25,13000,rent,2.0
05Gq7adU-tlfE,23,51000,mortgage,5.0
5tldLdRE-0feH,26,33996,RENT,10.0
5sdDsrrg-3WuM,31,53000,MORTGAGE,15.0
gIvisYd9-zrZj,31,61400,MORTGAGE,15.0
WTDEbRDA-rSMz,30,54996,RENT,4.0
tJpSyolY-ijrF,32,108000,RENT,16.0
EGTbeqj2-t63D,42,52800,RENT,3.0
U7Zf1HP9-YQjg,26,18700,RENT,2.0
O9xwww6U-4OBz,22,50000,MORTGAGE,0.0
bkDJAYB9-hBtS,32,61900,RENT,4.0
kDa4fbyD-oX2h,22,48000,MORTGAGE,7.0
zrmMd2hb-2LCZ,46,55000,MORTGAGE,3.0
wKkI2DIn-tH7X,31,110000,MORTGAGE,4.0
ADXl49cW-CRvE,29,49668,rent,4.0
eXqSH57A-Q3PL,30,84000,mortgage,13.0
hYQZvbK4-5GhM,26,58000,mortgage,2.0
kpvXv49T-7SoP,24,85000,OWN,8.0
plr0B3OJ-EfOD,24,41000,mortgage,3.0
yErDEtdM-axov,23,23760,RENT,2.0
x7GvfHez-iR3k,24,85000,RENT,5.0
POPBfWqO-XE8Z,27,104550,mortgage,0.0
IZNIY8yu-YHpn,28,70000,rent,2.0
DMv5OPi8-D4Ra,24,113000,MORTGAGE,8.0
zyc9Pw1n-h6uP,24,42000,rent,8.0
7h0xSn7N-y8Xo,44,12000,OWN,5.0
jvMDvcGp-XDrv,34,56400,own,8.0
8AACJYQv-hWmh,23,54996,mortgage,7.0
YUy88sL2-fboR,30,110000,RENT,5.0
WMaiKfdZ-8QvN,52,52000,OWN,0.0
4lNQthCs-Rn6t,27,100000,RENT,1.0
0zpArPbw-U0W0,25,75000,RENT,0.0
Tz576WeA-TYHx,29,55000,RENT,3.0
pRxbjQC6-Beov,30,50000,MORTGAGE,6.0
F6MJ8JWf-6uYf,31,34000,RENT,3.0
L6b0OX4h-pC8L,30,45000,rent,14.0
MreO6GpX-gCEM,27,120000,mortgage,0.0
fow6E4RU-c8FI,22,78000,rent,3.0
OccDnDIm-R9My,30,93000,mortgage,14.0
BNjyL0RM-gx3w,29,114500,mortgage,13.0
hX7B8zA1-AaZQ,30,46000,MORTGAGE,1.0
7epXulyT-Xr4x,32,99996,MORTGAGE,16.0
QNWZGLEd-7Q9U,36,31200,RENT,9.0
Rrf5rhJ0-zkmP,29,95000,RENT,0.0
2NyzfYkk-E9Xa,33,36000,RENT,1.0
n6X70y4S-iqBI,24,65000,MORTGAGE,2.0
ZRq49ff3-yH1S,22,60000,mortgage,
3CenUaTG-JpD0,39,60000,mortgage,22.0
i3XahqOw-AZ7N,26,34000,RENT,6.0
Fv1b6bZX-5ZcO,25,30000,RENT,3.0
LrQgI6uk-74pK,22,62000,mortgage,2.0
AMUU4FSS-XOwv,28,81120,MORTGAGE,5.0
jQ6BmC0Q-tgRE,43,50000,mortgage,11.0
uxOu8CJB-Og6h,24,83904,MORTGAGE,8.0
MjAjUz6n-HsYj,25,86000,RENT,9.0
z56xYgtR-nguo,23,73000,rent,2.0
vHWDIQ9U-FlQY,32,78096,MORTGAGE,4.0
ayWJfd0W-QnEZ,29,89520,OWN,13.0
MznU7nXQ-PUO8,29,120000,MORTGAGE,1.0
7cBlDMNF-e3Ec,26,105000,MORTGAGE,3.0
EfpEloyI-lQE0,22,52000,mortgage,5.0
99nffRmA-5i2y,28,34000,rent,3.0
nsnTMzEn-6BFn,23,95000,mortgage,3.0
aaSP1Xil-OP6X,41,60000,,4.0
qxF3GDz5-x2my,23,100000,MORTGAGE,0.0
mSJuaEgp-A4c3,23,93000,mortgage,5.0
WFHvcEhK-KYHm,28,75000,MORTGAGE,10.0
C3OyMOpy-I3mx,32,11688,rent,
w6JD1BqL-AS88,31,78000,mortgage,9.0
GKH6SBjq-mGxb,22,50000,own,
7FAXFNS1-LP7i,22,31200,rent,1.0
RYbDpWQT-GHMW,25,33000,MORTGAGE,9.0
Gg136tU0-SueI,27,72800,MORTGAGE,7.0
QY6Y041D-4dv9,27,73000,MORTGAGE,11.0
iaIkFQGz-2Knj,33,63996,MORTGAGE,15.0
s4pPRQdR-jEvm,30,,MORTGAGE,
PU3RXixa-GE9k,22,44094,RENT,1.0
QulhLOqr-zQCe,26,52000,MORTGAGE,6.0
kD3Pu2nQ-2tAw,23,30000,RENT,0.0
Fp7pcuUC-xk4F,27,240000,MORTGAGE,1.0
ovM4nKhd-Bl7M,26,58000,MORTGAGE,1.0
YIIUqls1-bhJX,25,45000,rent,4.0
zPERcKLR-hEpU,27,94500,mortgage,2.0
4R4IgQoK-0LT9,23,53616,RENT,6.0
LARtuYxE-37NF,24,45000,RENT,2.0
TvgRFjeL-1KZn,22,76000,RENT,0.0
r0QG5p1X-NYFN,28,40000,MORTGAGE,10.0
JfECOFZ1-JMrU,22,58650,MORTGAGE,5.0
3qRot9qd-zxFQ,27,122000,MORTGAGE,1.0
Wsg5IBUZ-gPEg,34,18000,rent,0.0
mxUp1ZW2-hAiu,24,36000,OWN,
JP5nue2G-Xxu3,25,59000,MORTGAGE,7.0
5BSlRMwy-yQmp,40,35000,MORTGAGE,6.0
R0WhLyRB-HygI,22,65000,RENT,3.0
0arvB7pF-mh6r,24,75000,MORTGAGE,4.0
SaF0tzH7-qMdo,26,45000,RENT,1.0
r6aNd4g6-BB7Q,29,76500,MORTGAGE,13.0
nTAkFC0s-FCTp,37,54000,MORTGAGE,21.0
PKjaYUH9-wG9B,23,66300,MORTGAGE,6.0
cOjphcx5-Bco3,31,84000,mortgage,12.0
mkJAQK0M-U2mm,24,42000,rent,2.0
8BXw4RAG-gC8v,29,53500,mortgage,3.0
rgGLjD2t-P3YX,32,70000,rent,2.0
XYmnmLXY-d3SU,22,35004,MORTGAGE,0.0
g8P9eB38-v1bs,32,32004,RENT,10.0
Jp5QjP3K-Ec88,28,42682,RENT,1.0
QRdEPytW-t618,27,68700,own,0.0
QClJJqSN-m7UR,44,88000,rent,8.0
WwbbmXqU-BSvY,33,75000,mortgage,17.0
lzSzzCvU-vJML,23,,mortgage,7.0
rEngbj4E-hNjx,42,32000,MORTGAGE,0.0
tjJe2Okh-7HvH,23,55000,RENT,2.0
4fIW9oBC-seUK,24,90000,mortgage,7.0
NfMCNSKs-YXAu,32,71000,mortgage,10.0
f5FD4vCl-hDOU,28,123504,mortgage,12.0
OP0bzxW3-pzKk,27,62000,MORTGAGE,6.0
LDbOCxu0-wxo0,53,45000,RENT,0.0
rG1WOzz0-QDNH,26,27880,RENT,1.0
JWU2jGOx-yr4T,22,40000,MORTGAGE,3.0
z2om9mZD-ajLK,37,74000,rent,7.0
CtuaRMxl-JEPd,22,90888,MORTGAGE,5.0
33e4Woso-qSFt,47,53808,MORTGAGE,4.0
b8jN2c02-CbqW,23,72000,mortgage,7.0
Z0Eb69GD-UYaX,24,132132,mortgage,8.0
txLEbM44-D7PK,28,33600,RENT,12.0
s3ZRsG52-Pedd,21,32900,MORTGAGE,2.0
lioBIsOm-2ZAJ,38,48000,mortgage,3.0
d5rGlhBQ-tc8L,31,60000,RENT,4.0
Sa2DdFsl-veL0,29,60000,RENT,5.0
ww9g8amQ-NMUx,51,60000,RENT,6.0
Zubqbrn5-WIY6,26,120000,MORTGAGE,
80T2Tj7m-dZZ6,24,46151,RENT,2.0
NUGYPHcf-GYNc,24,98000,RENT,4.0
0pQYYw6t-ZFAY,22,32244,RENT,2.0
8QH2ejgc-wwOT,23,48000,MORTGAGE,8.0
kJCmWPhL-1TrG,24,52000,rent,1.0
acRUqtpp-ZHg5,21,27996,rent,2.0
w1GMc8sp-vRIK,32,115000,MORTGAGE,3.0
KhQOjDft-lQgX,29,42108,OWN,0.0
eD4qpz24-C4BF,,39996,rent,0.0
JcavAsdf-Xuk8,27,80000,mortgage,0.0
TULtZcFl-0UpY,45,48000,rent,5.0
hYqWz1JD-8DF0,25,46000,MORTGAGE,4.0
Mt6Dzjvq-cJWa,25,120000,MORTGAGE,9.0
E2OcAuzp-dA2o,22,68400,MORTGAGE,0.0
FD86E6XT-qWrn,26,50000,RENT,0.0
MRoQDZIX-XLKm,29,62400,RENT,3.0
49O5PBiL-sfxc,22,85000,mortgage,4.0
hlTf4qof-b1uA,28,55640,MORTGAGE,9.0
q961on4b-iNNh,30,60000,rent,1.0
H9ZicLXx-HiKF,22,54000,RENT,0.0
0I88yHdn-CPCS,31,78000,rent,1.0
mLRNxyKj-WmZz,24,30000,RENT,0.0
8uhcAwMq-gtFb,22,52500,MORTGAGE,3.0
aBZCGtCa-DIPd,30,42000,RENT,0.0
KzILJckP-wlZY,23,52000,rent,5.0
hAANcZtl-IcuF,44,67000,rent,5.0
pIG4AqBM-RlJM,31,168000,RENT,1.0
jNzAxxYy-Q7d8,24,150000,mortgage,5.0
w5emCUxa-zndm,37,37500,rent,0.0
fs2aG5B2-I6Aq,31,56000,mortgage,4.0
p1wd0L9N-cXbD,26,115000,RENT,3.0
D5E3fQ8R-itcx,23,69000,MORTGAGE,0.0
sBPo3MeR-nQys,33,65000,RENT,1.0
hqCitryC-bP4h,25,84000,RENT,5.0
n5qKvyP5-qL4f,28,50000,mortgage,
lYSnZUzI-jQ2J,23,123000,RENT,4.0
ymEFBOfu-rJdi,25,60000,MORTGAGE,4.0
mR8kIkLs-Ljve,21,35000,rent,5.0
iibvl5Be-9zCG,57,15840,rent,2.0
3D1Tm3Tk-1DBK,22,35000,MORTGAGE,6.0
Qx9I9aNB-axAm,27,37000,rent,6.0
cNJXoHQ2-bCKA,24,80000,MORTGAGE,4.0
aAaaQZq3-QDpF,29,108000,MORTGAGE,13.0
mK5JQfsS-j1uf,23,31200,rent,0.0
gsYwqinx-UQHW,33,64000,RENT,14.0
vTvXZh7O-7HgC,22,56400,MORTGAGE,6.0
G9eRkWoW-iI7J,29,150000,mortgage,0.0
xqmv04pl-o0Id,26,15436,RENT,
d0p9Tvpx-vUL5,27,140004,mortgage,11.0
Ox4Ei98K-Rwop,29,75000,rent,2.0
3xuhrvXu-nzw9,27,31200,RENT,4.0
uuOypFuo-cZRC,37,55200,RENT,9.0
JarmfWhd-059A,23,69935,MORTGAGE,2.0
y4KqYv7R-MoAm,21,38500,MORTGAGE,5.0
xv7DIa0z-KDeO,29,64000,rent,13.0
mg0eJP1K-ZaF1,45,27012,mortgage,20.0
Qu6dL0sE-pyFq,24,90000,mortgage,8.0
5om0dr4v-86JI,42,80000,MORTGAGE,3.0
xkFrpCtk-4kXc,24,70000,MORTGAGE,6.0
y242hzy8-OgOw,25,170000,OWN,4.0
ojPcLELY-WR21,30,48000,rent,0.0
o4EjOcm3-8WXy,32,150000,mortgage,16.0
4FPQ2Lhl-J1s5,34,52000,RENT,2.0
LyEuSebI-365n,26,40000,,
BMdIi2Dl-4SOY,22,57800,rent,6.0
4NxvrxFc-6Jm8,28,42000,own,4.0
owfg2HhJ-KGu7,22,52000,mortgage,6.0
HHg3dMSQ-DXon,23,85000,MORTGAGE,4.0
j3OvqE6q-SySS,22,14400,rent,0.0
vNGBjPeo-SGvS,21,65000,RENT,5.0
dQUtnmt2-OBA3,25,32500,OWN,9.0
UuIEa5Oh-GFIH,26,34000,mortgage,5.0
1EkyEFev-kH6M,34,36000,RENT,2.0
Q19iClYB-C7Gk,30,75000,rent,2.0
479NfIYE-fxJ2,25,122000,mortgage,9.0
Q05kH2BT-NtgK,23,52000,RENT,7.0
tfIlEZUM-8bmI,23,55000,rent,7.0
vWtoUJGB-5NpX,28,95000,MORTGAGE,5.0
shBEkgvz-5EiM,23,40900,own,5.0
hqNKGwdo-eixr,23,42000,rent,7.0
